,Admin State,Allotment Name,Allotment Number,Authorization Number,Date NEPA Analysis Completed (mm/dd/yyyy)5,Date of Most Recent Land Health Evaluation Report (mm/dd/yyyy)1,Date of most recent Determination of Causal Factor(s) (mm/dd/yyyy)2,Land Health Standard(s) Not Achieved in the Allotment and Significant Causal Factor(s) Identified3,NEPA Identifier6,Office Code,Permit or Lease Status,"Type of NEPA Analysis for Grazing Authorization (EA, EIS, CX, DNA)4",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
196,NM,RECORD,76013,3006862.0,08/20/09,10/1/08,None Needed,All Standards Met,NM-P020-2009-0027-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
197,NM,RED BLUFF DRAW,78101,3006528.0,07/19/01,None,,,EA-NM-080-99-0639,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
198,NM,RED TANK,76037,3006536.0,03/31/04,9/22/05,None Needed,All Standards Met,EA-NM-080-04-0049,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
199,NM,RED TANK II,76137,3006859.0,08/23/10,8/10/10,None Needed,All Standards Met,"EA-NM-080-99-386, DNA 10-1052",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
200,NM,REMUDA BASIN,77034,3006515.0,08/20/09,3/17/09,None Needed,All Standards Met,NM-P020-2008-1378-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
201,NM,RIM,79056,3006918.0,07/31/01,5/15/02,None Needed,All Standards Met,EA-NM-080-99-900,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
202,NM,ROAD BEND,78013,3006650.0,09/17/10,2/10/09,None Needed,All Standards Met,"EA-NM-080-99-174, DNA 10-0217",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
203,NM,ROCK HOUSE,78058,3006541.0,09/07/01,7/14/11,None Needed,All Standards Met,EA-NM-080-00-1071,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
204,NM,ROCK TANK,78027,3000383.0,08/20/09,7/26/04,None Needed,All Standards Met,NM-P020-2009-0259-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
205,NM,ROCKY ARROYO,78066,3006563.0,07/10/08,4/17/07,None Needed,All Standards Met,EA-NM-520-2008-692,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
206,NM,RUSTLER BREAKS,77037,3021214.0,11/10/05,None,,,EA-NM-520-05-991,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
207,NM,RUTH ROSS PLACE,76053,3000623.0,08/07/01,3/21/11,None Needed,All Standards Met,EA-NM-080-99-274,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
208,NM,SALT DRAW,78096,3006529.0,07/10/01,8/26/04,None Needed,All Standards Met,EA-NM-080-99-0639,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
209,NM,SALT HOUSE DRAW,79005,3006704.0,08/13/01,3/11/11,None Needed,All Standards Met,EA-NM-080-01-0698,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
210,NM,SAN SIMON,76027,3006880.0,08/23/01,7/25/12,None Needed,All Standards Met,EA-NM-080-99-938,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
211,NM,SAN SIMON SWALE,76048,3023230.0,09/25/03,5/23/02,None Needed,All Standards Met,EA-NM-080-02-0833,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
212,NM,SAN SIMON SWALE II,76148,3023226.0,09/25/03,5/23/02,None Needed,All Standards Met,EA-NM-080-02-0833,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
213,NM,SAND DUNE,76061,3006875.0,06/08/11,4/13/11,None Needed,All Standards Met,"EA-NM-080-99-1043,DNA-11-734",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
214,NM,SAND HILL,77007,3006557.0,12/02/05,None,,,EA-NM-520-06-0127,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
215,NM,SAND TRAP,76004,3006696.0,01/06/10,8/25/09,None Needed,All Standards Met,DOI-BLM-NM-P020-2009-0922 EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
216,NM,SAND TRAP II,76104,3006907.0,01/06/10,5/24/07,None Needed,All Standards Met,EA#NM-P020-2009-0931,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
217,NM,SECO SNAKE,77001,3006665.0,07/09/01,11/9/11,None Needed,All Standards Met,EA-NM-080-99-368,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
218,NM,SERPENTINE BENDS,78115,3006662.0,08/20/09,None,,,NM-P020-2009-0256-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
219,NM,SEVEN RIVERS HILL,78055,3006631.0,08/20/09,3/19/08,None Needed,All Standards Met,NM-P020-2009-0530-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
220,NM,SEVEN RIVERS NORTH,78046,3006628.0,08/04/10,4/17/09,None Needed,All Standards Met,DOI-BLM-NM-P020-2010-0587-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
221,NM,SEVEN RIVERS SOUTH,78053,3006570.0,08/26/03,3/17/09,None Needed,All Standards Met,EA-NM-080-99-724,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
222,NM,SIEGREST DRAW,78041,3006641.0,08/20/09,4/17/09,None Needed,All Standards Met,NM-P020-2006-1407-EA,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
223,NM,SINKHOLE FLAT,78040,3006623.0,08/20/09,3/17/09,None Needed,All Standards Met,NM-P020-2006-0191-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
224,NM,SIXTEEN MILE DRAW,79040,3006729.0,08/02/01,1/4/02,None Needed,All Standards Met,EA-NM-080-99-0482,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
225,NM,SIXTEEN SPRINGS,79012,3006878.0,01/06/10,5/11/07,None Needed,All Standards Met,EA#NM-P020-2009-0984,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
226,NM,SIXTEEN TANK,79029,3021307.0,08/16/10,7/27/10,None Needed,All Standards Met,"EA-NM-080-99-482, DNA 10-1005",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
227,NM,SLAUGHTER CANYON,78138,3006606.0,09/12/05,3/4/09,None Needed,All Standards Met,EA-NM-520-05-896,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
228,NM,SOAPBERRY DRAW,78070,3006599.0,08/17/01,8/22/08,None Needed,All Standards Met,EA-NM-080-01-0743,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
229,NM,SOUTH LONG CANYON,79034,3006865.0,08/02/01,6/14/11,None Needed,All Standards Met,EA-NM-080-99-0797,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
230,NM,SOUTH MONUMENT DRAW,76018,3006898.0,10/09/02,9/29/10,None Needed,All Standards Met,EA-NM-067-98-970,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
231,NM,SOUTHEAST JAL,76054,3020172.0,08/20/09,10/1/08,None Needed,All Standards Met,NM-P020-2009-0026-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
232,NM,STETSON SEEP,78124,3022467.0,08/20/09,None,,,NM-P020-2009-0164-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
233,NM,STEVENS DRAW,79054,3006912.0,01/06/10,6/30/11,None Needed,All Standards Met,EA-NM-P020-2009-1044,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
234,NM,SUN WELLS,77039,3006590.0,11/15/05,None,,,EA-NM-520-05-898,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
235,NM,SWAG,76028,3006514.0,01/24/07,12/2/03,None Needed,All Standards Met,EA-NM-520-06-1342,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
236,NM,SWAG II,76128,3006854.0,09/25/03,5/24/02,None Needed,All Standards Met,EA-NM-520-02-832,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
237,NM,TAYLOR PEAK,77003,3006567.0,01/20/06,None,,,EA-NM-520-06-159,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
238,NM,TECOLOTE PEAK,78103,3006692.0,08/07/01,2/29/12,None Needed,All Standards Met,EA-NM-080-99-0948,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
239,NM,TELEPHONE CANYON,79010,3006855.0,06/21/02,None,,,EA-NM-080-99-246,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
240,NM,TEXAS HILL,78050,3006503.0,08/20/09,3/1/11,None Needed,All Standards Met,NM-P020-2008-1145-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
241,NM,THIMBLE CANYON,79051,3000687.0,10/02/03,5/21/08,None Needed,All Standards Met,EA-NM-080-02-0773,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
242,NM,THREE FORKS CANYON,78081,3006681.0,01/06/10,4/17/12,None Needed,All Standards Met,EA#NM-P020-2009-0892,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
243,NM,THREE TWINS,78068,3022888.0,01/14/02,7/14/11,None Needed,All Standards Met,EA-NM-080-99-0182,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
244,NM,THREE TWINS NORTH,78057,3006500.0,05/27/10,7/14/11,None Needed,All Standards Met,EA-NM-080-99-182; DNA#10-683,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
245,NM,THREEMILE DRAW,78089,3006569.0,09/10/01,7/14/11,None Needed,All Standards Met,EA-NM-080-00-1073,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
246,NM,THURMAN DRAW,78131,3021160.0,09/09/02,8/21/12,None Needed,All Standards Met,EA-NM-080-99-761,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
247,NM,TOBOSA FLATS,76042,3006861.0,02/07/06,12/5/03,None Needed,All Standards Met,EA-NM-520-06-0235,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
248,NM,TUMBLEWEED DRAW,78011,3006630.0,08/10/01,8/3/11,None Needed,All Standards Met,EA-NM-080-01-660,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
249,NM,TWIN WELLS,77042,3006714.0,07/19/01,3/17/09,None Needed,All Standards Met,EA-NM-080-01-398,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
250,NM,TWIN WELLS NORTH,77012,3006701.0,11/03/06,7/19/12,None Needed,All Standards Met,EA-NM-520-06-1307,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
251,NM,UPPER JURNIGAN DRAW,78113,3006577.0,09/07/10,8/25/10,None Needed,All Standards Met,"EA-NM-080-99-248, DNA 10-1128",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
252,NM,UPPER PACKSADDLE CAN,79049,3006643.0,08/20/09,10/14/03,None Needed,All Standards Met,NM-P020-2006-0128-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
253,NM,UPPER SEGREST DRAW,79048,3006501.0,12/17/03,10/13/03,None Needed,All Standards Met,EA-NM-080-04-0111,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
254,NM,WADCUTTER DRAW,78060,3006571.0,09/07/01,6/24/11,None Needed,All Standards Met,EA-NM-080-00-1072,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
255,NM,WEST BILBRY,77021,3006519.0,04/30/04,9/21/05,None Needed,All Standards Met,EA-NM-080-03-821,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
256,NM,WEST CATCLAW,78014,3006687.0,08/20/09,9/4/07,None Needed,All Standards Met,NM-P020-2007-1197-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
257,NM,WEST HESS HILLS,78117,3006549.0,07/10/01,6/30/11,None Needed,All Standards Met,EA-NM-080-01-0668,LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
258,NM,WEST JACKSON,76055,3006588.0,08/20/09,3/31/11,None Needed,All Standards Met,NM-P020-2009-0188-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
259,NM,WEST JOHNSON DRAW,78016,3006572.0,10/26/10,3/3/09,None Needed,All Standards Met,"EA-NM-080-99-121, DNA 2010",LLNMP02000,ACTIVE,EA & DNA,,,,,,,,,,,,,
260,NM,WHITE BREAKS,76014,3006902.0,08/20/09,9/29/10,None Needed,All Standards Met,NM-P020-2009-0028-EA,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
261,NM,WHITE CITY,78111,3017519.0,04/30/04,8/17/12,None Needed,All Standards Met,EA-NM-080-01-0822,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
262,NM,WILLOW LAKE,78097,3022326.0,09/07/01,None,,,EA-NM-080-2001-0882,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
263,NM,WOODLAND,79036,3025382.0,01/06/10,5/20/09,None Needed,All Standards Met,EA# NM-P020-2010-0107,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
264,NM,WRIGHT WELL DRAW,79044,3000367.0,11/04/02,7/19/11,None Needed,All Standards Met,EA-NM-080-99-899,LLNMP02000,ACTIVE,EA,,,,,,,,,,,,,
265,NM,44 ALLOTMENT,05074,3000071.0,05/09/12,08/10/2011,none needed,all standards met,NM-F011-268-DNA,LLNMF01000,ACTIVE,DNA,,,,,,,,,,,,,
266,NM,ADOBE DOWNS,05019,3023224.0,10/23/00,10/28/2010,none needed,all standards met,NM-070-00-0299,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
267,NM,ALAMO CANYON,05049,3000162.0,11/01/08,02/16/2006,none needed,all standards met,EA #NM210-08-472,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
268,NM,ALAMO WASH,05152,3000054.0,10/01/07,05/15/2007,none needed,all standards met,EA-NM070-07-260,LLNMF01000,HOLD,EA,,,,,,,,,,,,,
269,NM,ANGEL PEAK,05072,3000274.0,01/22/07,03/23/2006,none needed,all standards met,EA-NM210-06-0901,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
270,NM,ANIMAS,05047,3000180.0,09/27/00,05/10/2012,none needed,all standards met,EA-NM070-00-0302,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
271,NM,BALTZAR PEAK,05088,3000326.0,04/15/98,10/14/2010,none needed,all standards met,NM-070-98-3064,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
272,NM,BECENTI COMMUNITY,06028,3000474.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
273,NM,BECHDOL,06087,3000400.0,07/08/04,,none ,,Unknown,LLNMF01000,ACTIVE,,,,,,,,,,,,,,
274,NM,BISTI COMMUNITY,06008,3000468.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
275,NM,BISTI SOUTH,05149,3000002.0,10/01/07,05/15/2007,none needed,all standards met,EA-NM070-07-260,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
276,NM,BLACK LAKE,06010,3021303.0,02/11/08,10/17/2007,none needed,all standards met,EA-NM210-07-0584,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
277,NM,BLANCO COMMUNITY,05039,3024486.0,11/6/00,05/08/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
278,NM,BLANCO COMMUNITY,05039,3000230.0,11/06/00,05/09/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
279,NM,BLANCO COMMUNITY,05039,3024831.0,08/28/00,05/10/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
280,NM,BLANCO COMMUNITY,05039,3000334.0,11/06/00,05/11/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
281,NM,BLANCO COMMUNITY,05039,3000210.0,11/06/00,05/12/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
282,NM,BLANCO COMMUNITY,05039,3000368.0,11/06/00,05/13/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
283,NM,BLANCO COMMUNITY,05039,3000253.0,11/06/00,05/14/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
284,NM,BLANCO COMMUNITY,05039,3000010.0,11/06/00,05/15/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
285,NM,BLANCO COMMUNITY,05039,3000075.0,11/06/00,05/16/2012,Determination Not Complete,,EA-NM070-00-0308,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
286,NM,BLANCO NAVAJO COMMUNITY,05078,3000242.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
287,NM,BLANCO TRADING POST,05081,3000049.0,05/09/12,09/08/2011,none needed,all standards met,NM-F011-278-DNA,LLNMF01000,ACTIVE,DNA,,,,,,,,,,,,,
288,NM,BLANQUITO,05038,3000203.0,10/31/00,06/07/2012,none needed,all standards met,EA-NM070-00-0306,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
289,NM,BLUE LAKE,05023,3000235.0,07/03/01,05/01/2012,none needed,all standards met,EA-NM070-01-0016,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
290,NM,BROWN,06088,3000870.0,03/29/05,09/15/1999,none needed,all standards met,EA-NM-010-2002-018,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
291,NM,CANADA OJITOS,00223,3000611.0,02/15/02,09/15/2001,Determination Not Complete,"biotic integrity not met due to oil & gas, juniper encroachment, sagebrush domainance",DOI-BLM-NM-010-2001-029,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
292,NM,CANDELARIA,06089,3000403.0,08/14/01,07/23/2012,none needed,all standards met,EA-NM-010-2000-052,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
293,NM,CANYON LARGO,05106,3000254.0,10/14/05,04/15/2005,none needed,all standards met,EA-NM210-05-0601,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
294,NM,CARRIZO CANYON,05108,3000187.0,01/27/96,07/27/2010,Determination Not Complete,,,LLNMF01000,APPROPRIATION ACT,none,,,,,,,,,,,,,
295,NM,CARSON,06090,3000404.0,03/29/05,08/15/2002,none needed,all standards met,EA-NM-010-2002-011,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
296,NM,CARSON-GALLEGOS COMMUNITY,06004,3000468.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
297,NM,CARTER MESA,05117,3024617.0,10/30/04,06/09/2004,none needed,all standards met,EA-NM070-04-0722,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
298,NM,CASAMERO LAKE COMMUNITY,06054,3000474.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
299,NM,"CASAUS BROS., DURAN",06022,3000063.0,08/18/05,04/11/2005,none needed,all standards met,EA-NM210-05-0600,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
300,NM,CASTILLO COMMUNITY,06024,3000468.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
301,NM,CHACON,06091,3025323.0,03/01/05,,none,,NM-05-250-EA,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
302,NM,CHAVEZ,05137,3000160.0,09/12/00,05/08/2012,none needed,all standards met,EA-NM070-00-0309,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
303,NM,CHAVEZ,05137,3000226.0,09/12/00,05/08/2012,none needed,all standards met,EA-NM070-00-0309,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
304,NM,CHURCH ROCK COMMUNITY,06048,3000473.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
305,NM,CLINE ARROYO,05006,3000083.0,06/01/04,11/03/2003,none needed,all standards met,EA-NM070-04-0407,LLNMF01000,ACTIVE,EA,,,,,,,,,,,,,
306,NM,COALBANK CANYON,05011,3000129.0,05/24/01,,none needed,all standards met,EA-NM070-00-0739,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
307,NM,COALBANK CANYON,05011,3000131.0,05/24/01,,none needed,all standards met,EA-NM070-00-0739,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
308,NM,COOL WATER CANYON,05090,3000267.0,09/14/01,05/15/2012,none needed,all standards met, UNKNOWN,LLNMF01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
309,NM,CORBETT,06093,3000408.0,01/02/01,,none,,Unknown,LLNMF01000,ACTIVE,,,,,,,,,,,,,,
310,NM,COTTONWOOD ARROYO,05009,3025307.0,04/18/01,05/17/2012,none needed,all standards met,NM070-01-006,LLNMF01000,APPROPRIATION ACT,,,,,,,,,,,,,,
311,NM,COUNSELOR COMMUNITY,06015,3000019.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
312,NM,COUNSELOR COMMUNITY,06015,3000023.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
313,NM,COUNSELOR COMMUNITY,06015,3000039.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
314,NM,COUNSELOR COMMUNITY,06015,3000051.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
315,NM,COUNSELOR COMMUNITY,06015,3000065.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
316,NM,COUNSELOR COMMUNITY,06015,3000066.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
317,NM,COUNSELOR COMMUNITY,06015,3000078.0,07/27/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
318,NM,COUNSELOR COMMUNITY,06015,3000079.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,HOLD,EA,,,,,,,,,,,,,
319,NM,COUNSELOR COMMUNITY,06015,3000080.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
320,NM,COUNSELOR COMMUNITY,06015,3000081.0,07/27/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
321,NM,COUNSELOR COMMUNITY,06015,3000098.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
322,NM,COUNSELOR COMMUNITY,06015,3000117.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
323,NM,COUNSELOR COMMUNITY,06015,3000127.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
324,NM,COUNSELOR COMMUNITY,06015,3000128.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
325,NM,COUNSELOR COMMUNITY,06015,3000133.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
326,NM,COUNSELOR COMMUNITY,06015,3000141.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
327,NM,COUNSELOR COMMUNITY,06015,3000142.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
328,NM,COUNSELOR COMMUNITY,06015,3000143.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
329,NM,COUNSELOR COMMUNITY,06015,3000144.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
330,NM,COUNSELOR COMMUNITY,06015,3000145.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
331,NM,COUNSELOR COMMUNITY,06015,3000146.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
332,NM,COUNSELOR COMMUNITY,06015,3000147.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
333,NM,COUNSELOR COMMUNITY,06015,3000152.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
334,NM,COUNSELOR COMMUNITY,06015,3000195.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
335,NM,COUNSELOR COMMUNITY,06015,3000212.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
336,NM,COUNSELOR COMMUNITY,06015,3000225.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
337,NM,COUNSELOR COMMUNITY,06015,3000252.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
338,NM,COUNSELOR COMMUNITY,06015,3000256.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
339,NM,COUNSELOR COMMUNITY,06015,3000257.0,08/01/00,06/15/2000,none needed,all standards met,EA-NM070-00-0619,LLNMF01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
